#
#
#  Date of conversion : July  2, 2008
#  Time of conversion : 13h 48min 11sec
#
#
# Fit function for dominant peak is variable shape exponential.
#  asymmetry factor :  1.00   shape coefficient :  2.00
#
# det.bal. Chi**2   peak   FWHM    pos.  %bkgr.    input file
#
#    ??     3.48 7.24E+02  1.06 -29.896  22.62     Scheidt_08#0114
#    ??     2.43 7.96E+02  1.02 -29.793  19.85     Scheidt_08#0115
#    ??     1.60 7.49E+02  1.06 -19.931  20.33     Scheidt_08#0116
#    ??     4.27 7.94E+02  1.12 -19.722  20.52     Scheidt_08#0118
#    ??     3.71 7.48E+02  1.09 -19.712  22.71     Scheidt_08#0119
#
#
 -3.99840E+01  1.17983E+00  1.78193E+00
 -3.97335E+01  5.09867E+00  1.76025E+00
 -3.94829E+01  1.40685E+00  1.78250E+00
 -3.92324E+01  2.89023E+00  1.47054E+00
 -3.89819E+01  3.67735E+00  2.26712E+00
 -3.87314E+01  6.99405E+00  2.66790E+00
 -3.84809E+01  4.66042E+00  1.51150E+00
 -3.82303E+01  1.42543E+00  1.48051E+00
 -3.79798E+01  3.21603E+00  1.88773E+00
 -3.77293E+01  4.39003E+00  2.26264E+00
 -3.74788E+01  3.43910E+00  1.68959E+00
 -3.72283E+01  2.75031E+00  1.04083E+00
 -3.69778E+01  2.42222E+00  2.03288E+00
 -3.67272E+01  3.04470E+00  1.85830E+00
 -3.64767E+01  5.88050E+00  2.24342E+00
 -3.62262E+01  2.24633E+00  1.45402E+00
 -3.59757E+01  2.75126E+00  1.40401E+00
 -3.57252E+01  1.82561E+00  1.42210E+00
 -3.54747E+01  1.43099E+00  1.49902E+00
 -3.52241E+01  4.19342E+00  2.01501E+00
 -3.49736E+01  4.50060E+00  2.23629E+00
 -3.47231E+01  3.13341E+00  1.04472E+00
 -3.44726E+01  1.80756E+00  2.23579E+00
 -3.42221E+01  5.91340E+00  2.25808E+00
 -3.39715E+01  5.74525E+00  2.46700E+00
 -3.37210E+01  8.72835E+00  3.23150E+00
 -3.34705E+01  8.06560E+00  2.86020E+00
 -3.32200E+01  7.35231E+00  2.05055E+00
 -3.29695E+01  6.35105E+00  2.83357E+00
 -3.27190E+01  7.47674E+00  2.65971E+00
 -3.24684E+01  3.57478E+00  1.42051E+00
 -3.22179E+01  2.98649E+00  1.73688E+00
 -3.19674E+01  3.87195E+00  2.29897E+00
 -3.17169E+01  6.84012E+00  2.66649E+00
 -3.14664E+01  5.43041E+00  2.51643E+00
 -3.12158E+01  6.11739E+00  2.24061E+00
 -3.09653E+01  3.90410E+00  2.07998E+00
 -3.07148E+01  4.38988E+00  2.27169E+00
 -3.04643E+01  6.05553E+00  2.04728E+00
 -3.02138E+01  5.89432E+00  2.84880E+00
 -2.99633E+01  1.17982E+01  3.62078E+00
 -2.97127E+01  6.09632E+00  1.76226E+00
