#Files Included:
#scan_0009.mda
#scan_0014.mda
#Energy= Column: 1
#Signal= Column: 2
-83.49646255          0.0          
-83.2447236665          0.0          
-82.9929847717          0.0          
-82.7412458695          0.0          
-82.4895069599          0.0          
-82.237768041          0.0          
-81.9860291127          1.0          
-81.847287057          0.0          
-81.5955478363          0.0          
-81.3438086063          1.0          
-81.0920693669          1.0          
-80.8403301183          0.0          
-80.5885908604          0.0          
-80.3368515968          0.0          
-80.0851123221          1.0          
-79.83337304          0.0          
-79.5816337466          0.0          
-79.3658572044          0.0          
-79.1141178943          0.0          
-78.8623785786          0.0          
-78.6106392536          0.0          
-78.3588999193          0.0          
-78.1071605757          0.0          
-77.8554212246          0.0          
-77.6036818624          0.0          
-77.3519424926          0.0          
-77.1002031136          0.0          
-76.8484637253          0.0          
-76.5967243314          1.0          
-76.3449849263          0.0          
-76.0932455119          0.0          
-75.84150609          0.0          
-75.5897666588          0.0          
-75.3380272165          1.0          
-75.0862877704          2.0          
-74.8345483113          3.0          
-74.5828088429          1.0          
-74.3310693707          0.0          
-74.1152926702          1.0          
-73.8635531776          1.0          
-73.6118136793          0.0          
-73.3600741681          0.0          
-73.1083346512          0.0          
-72.8565951232          0.0          
-72.6048555877          0.0          
-72.3531160429          0.0          
-72.1013764907          1.0          
-71.8496369291          0.0          
-71.5978973582          0.0          
-71.3461577799          1.0          
-71.0944181923          0.0          
-70.8426785935          0.0          
-70.5909389891          1.0          
-70.3391993735          0.0          
-70.0874597486          0.0          
-69.8357201181          1.0          
-69.5839804746          0.0          
-69.3322408255          1.0          
-69.1164639778          0.0          
-68.8647243101          0.0          
-68.6129846331          1.0          
-68.3612449504          0.0          
-68.1095052585          0.0          
-67.8577655572          0.0          
-67.6060258485          1.0          
-67.3542861287          1.0          
-67.1025463995          0.0          
-66.8508066647          0.0          
-66.5990669187          0.0          
-66.3473271616          1.0          
-66.0955874007          0.0          
-65.8438476287          0.0          
-65.5921078492          0.0          
-65.3403680604          0.0          
-65.0886282604          1.0          
-64.836888453          0.0          
-64.5851486381          0.0          
-64.3334088121          0.0          
-64.0816689823          0.0          
-63.8658919744          1.0          
-63.6141521242          0.0          
-63.3624122646          0.0          
-63.1106723975          0.0          
-62.8589325231          0.0          
-62.6071926374          1.0          
-62.3554527443          1.0          
