#Files Included:
#scan_0012.mda
#scan_0015.mda
#Energy= Column: 1
#Signal= Column: 2
-83.2985518612          0.0          
-83.0468126405          0.0          
-82.7950734105          0.0          
-82.5433341712          0.0          
-82.2915949225          0.0          
-82.0398556646          0.0          
-81.7881164011          0.0          
-81.5363771264          0.0          
-81.2846378442          0.0          
-81.0328985509          0.0          
-80.8171220087          0.0          
-80.5653826986          0.0          
-80.3136433829          1.0          
-80.0619040579          0.0          
-79.8101647235          1.0          
-79.5584253799          0.0          
-79.3066860288          0.0          
-79.0549466666          0.0          
-78.8032072969          0.0          
-78.5514679179          0.0          
-78.2997285295          0.0          
-78.0479891356          0.0          
-77.7962497305          0.0          
-77.5445103161          0.0          
-77.2927708942          0.0          
-77.0410314631          1.0          
-76.7892920207          0.0          
-76.5375525746          0.0          
-76.2858131155          0.0          
-76.0340736471          0.0          
-75.782334175          0.0          
-75.5665574744          0.0          
-75.3148179818          0.0          
-75.0630784836          2.0          
-74.8113389723          0.0          
-74.5595994554          0.0          
-74.3078599274          0.0          
-74.0561203919          0.0          
-73.8043808471          0.0          
-73.5526412949          1.0          
-73.3009017333          1.0          
-73.0491621625          1.0          
-72.7974225841          0.0          
-72.5456829965          1.0          
-72.2939433977          1.0          
-72.0422037933          1.0          
-71.7904641777          0.0          
-71.5387245528          0.0          
-71.2869849224          1.0          
-71.0352452789          0.0          
-70.7835056297          1.0          
-70.5677287821          0.0          
-70.3159891143          0.0          
-70.0642494373          1.0          
-69.8125097547          1.0          
-69.5607700627          0.0          
-69.3090303615          0.0          
-69.0572906528          0.0          
-68.8055509329          2.0          
-68.5538112037          1.0          
-68.3020714689          2.0          
-68.0503317229          1.0          
-67.7985919658          1.0          
-67.5468522049          0.0          
-67.2951124329          0.0          
-67.0433726534          0.0          
-66.7916328646          0.0          
-66.5398930646          1.0          
-66.2881532572          0.0          
-66.0364134423          1.0          
-65.7846736163          0.0          
-65.5329337865          2.0          
-65.3171567786          0.0          
-65.0654169284          0.0          
-64.8136770688          1.0          
-64.5619372018          1.0          
-64.3101973273          0.0          
-64.0584574416          0.0          
-63.8067175485          1.0          
-63.5549776461          2.0          
-63.3032377344          1.0          
-63.0514978152          1.0          
-62.7997578848          0.0          
-62.5480179489          0.0          
-62.2962780017          1.0          
-62.0445380453          0.0          
-61.7927980833          1.0          
-61.5410581101          0.0          
-61.2893181276          0.0          
-61.0375781376          0.0          
-60.7858381402          1.0          
-60.5340981297          0.0          
-60.2823581137          0.0          
-60.0665809512          0.0          
-59.8148409165          0.0          
-59.5631008763          0.0          
-59.3113608249          0.0          
-59.0596207641          0.0          
-58.8078806978          1.0          
-58.5561406184          0.0          
-58.3044005334          0.0          
-58.0526604373          0.0          
-57.8009203374          0.0          
-57.5491802245          1.0          
-57.2974401042          0.0          
-57.0456999727          0.0          
-56.7939598337          1.0          
-56.5422196873          1.0          
-56.2904795296          1.0          
-56.0387393646          0.0          
-55.7869991921          3.0          
-55.5352590084          0.0          
-55.2835188173          1.0          
-55.0677415039          1.0          
-54.816001296          1.0          
-54.5642610807          0.0          
-54.3125208542          0.0          
-54.0607806202          0.0          
-53.8090403769          2.0          
-53.5573001262          0.0          
-53.3055598643          2.0          
-53.0538195968          1.0          
-52.8020793181          0.0          
-52.550339032          0.0          
-52.2985987365          0.0          
-52.0468584318          1.0          
-51.7951181177          1.0          
-51.5433777943          1.0          
-51.2916374635          1.0          
-51.0398971252          0.0          
-50.7881567776          1.0          
-50.5364164189          1.0          
-50.2846760545          0.0          
-50.0329356771          0.0          
-49.8171582073          1.0          
-49.5654178169          2.0          
-49.3136774171          1.0          
-49.0619370099          1.0          
-48.8101965915          0.0          
-48.5584561639          0.0          
-48.3067157287          0.0          
-48.0549752861          1.0          
-47.8032348324          2.0          
-47.5514943711          3.0          
-47.2997539006          0.0          
-47.0480134226          2.0          
-46.7962729353          0.0          
-46.5445324369          2.0          
-46.292791931          1.0          
-46.0410514176          0.0          
-45.7893108949          1.0          
-45.5375703629          1.0          
-45.2858298216          0.0          
-45.0340892728          1.0          
-44.7823487129          2.0          
-44.5665710866          1.0          
-44.3148305118          1.0          
-44.0630899277          0.0          
-43.8113493361          2.0          
-43.5596087351          0.0          
-43.3078681249          2.0          
-43.0561275072          2.0          
-42.8043868802          4.0          
-42.5526462439          0.0          
-42.3009055983          2.0          
-42.0491649453          2.0          
-41.7974242829          0.0          
-41.545683613          1.0          
-41.2939429302          2.0          
-41.0422022417          0.0          
-40.7904615439          1.0          
-40.5387208387          2.0          
-40.2869801242          1.0          
-40.0352393985          2.0          
-39.7834986672          0.0          
-39.5677208882          1.0          
-39.3159801383          0.0          
-39.0642393809          0.0          
-38.8124986142          2.0          
-38.5607578401          2.0          
-38.3090170547          0.0          
-38.0572762601          2.0          
-37.8055354599          0.0          
-37.5537946485          2.0          
-37.3020538297          2.0          
-37.0503129996          0.0          
-36.7985721622          3.0          
-36.5468313191          3.0          
-36.2950904649          1.0          
-36.0433495995          3.0          
-35.7916087285          1.0          
-35.5398678463          4.0          
-35.2881269567          3.0          
-35.0363860577          1.0          
-34.7846451495          4.0          
-34.5329042356          3.0          
-34.3171262983          5.0          
-34.0653853659          5.0          
-33.8136444241          3.0          
-33.5619034749          1.0          
-33.3101625144          2.0          
-33.0584215485          5.0          
-32.8066805732          1.0          
-32.5549395867          4.0          
-32.3031985909          4.0          
-32.0514575895          1.0          
-31.7997165769          2.0          
-31.5479755551          4.0          
-31.2962345276          6.0          
-31.0444934908          6.0          
-30.7927524429          3.0          
-30.5410113875          5.0          
-30.2892703228          6.0          
-30.0375292487          4.0          
-29.7857881673          4.0          
-29.5340470746          6.0          
-29.2823059764          9.0          
-29.0665278845          3.0          
-28.8147867676          6.0          
-28.5630456414          7.0          
-28.3113045096          8.0          
-28.0595633648          7.0          
-27.8078222163          10.0          
-27.5560810566          8.0          
-27.3043398876          4.0          
-27.0525987092          8.0          
-26.8008575235          10.0          
-26.5491163265          5.0          
-26.2973751239          12.0          
-26.0456339121          9.0          
-25.793892689          3.0          
-25.5421514604          5.0          
-25.2904102225          8.0          
-25.0386689715          11.0          
-24.7869277149          4.0          
-24.5351864509          10.0          
-24.2834451757          12.0          
-24.0676669329          9.0          
-23.8159256428          8.0          
-23.5641843434          10.0          
-23.3124430366          10.0          
-23.0607017186          14.0          
-22.8089603931          10.0          
-22.5572190564          16.0          
-22.3054777123          11.0          
-22.0537363626          9.0          
-21.8019950017          16.0          
-21.5502536315          15.0          
-21.298512252          12.0          
-21.0467708651          18.0          
-20.7950294707          10.0          
-20.5432880633          8.0          
-20.2915466502          11.0          
-20.0398052298          5.0          
-19.7880637962          12.0          
-19.5363223571          12.0          
-19.2845809069          15.0          
-19.0328394491          6.0          
-18.8170610499          8.0          
-18.5653195772          6.0          
-18.3135780934          9.0          
-18.061836604          10.0          
-17.8100951016          5.0          
-17.5583535917          12.0          
-17.3066120744          17.0          
-17.0548705459          13.0          
-16.8031290118          14.0          
-16.5513874665          16.0          
-16.2996459156          14.0          
-16.0479043517          19.0          
-15.7961627822          12.0          
-15.5444212016          18.0          
-15.2926796116          13.0          
-15.040938016          22.0          
-14.7891964093          27.0          
-14.537454797          26.0          
-14.2857131734          18.0          
-14.0339715388          34.0          
-13.7822298985          33.0          
-13.5664513409          43.0          
-13.3147096839          57.0          
-13.0629680175          62.0          
-12.8112263437          44.0          
-12.5594846588          65.0          
-12.3077429663          54.0          
-12.0560012646          60.0          
-11.8042595554          47.0          
-11.5525178351          67.0          
-11.3007761072          68.0          
-11.0490343701          76.0          
-10.7972926255          61.0          
-10.5455508716          75.0          
-10.2938091066          56.0          
-10.0420673341          57.0          
-9.79032555595          66.0          
-9.53858376481          42.0          
-9.28684196807          47.0          
-9.03510016017          52.0          
-8.78335834481          40.0          
-8.56757964008          50.0          
-8.31583780795          61.0          
-8.06409596652          46.0          
-7.81235411577          61.0          
-7.56061225757          50.0          
-7.30887039192          48.0          
-7.05712851509          28.0          
-6.80538663082          51.0          
-6.55364473537          27.0          
-6.30190283246          21.0          
